7.5007,7.5007,7.5007
7.5249,7.5249,7.5249
9.1339,9.1339,9.1339
8.4948,8.4948,8.4948
9.179,9.179,9.179
9.0521,9.0521,9.0521
8.3016,8.3016,8.3016
7.8436,7.8436,7.8436
7.5042,7.5042,7.5042
7.8778,7.8778,7.8778
7.351,7.351,7.351
7.7,7.7,7.7
7.4112,7.4112,7.4112
8.5275,8.5275,8.5275
7.6472,7.6472,7.6472
7.5871,7.5871,7.5871
7.1552,7.1552,7.1552
6.0906,6.0906,6.0906
5.7427,5.7427,5.7427
8.2826,8.2826,8.2826
6.2815,6.2815,6.2815
6.5466,6.5466,6.5466
7.2479,7.2479,7.2479
6.8608,6.8608,6.8608
7.9547,7.9547,7.9547
6.3322,6.3322,6.3322
5.2018,5.2018,5.2018
5.7262,5.7262,5.7262
8.8842,8.8842,8.8842
5.9514,5.9514,5.9514
6.9149,6.9149,6.9149
6.444,6.444,6.444
5.8502,5.8502,5.8502
5.6856,5.6856,5.6856
5.451,5.451,5.451
5.3753,5.3753,5.3753
6.7012,6.7012,6.7012
6.0417,6.0417,6.0417
5.5995,5.5995,5.5995
6.0526,6.0526,6.0526
5.7193,5.7193,5.7193
5.7157,5.7157,5.7157
5.5049,5.5049,5.5049
5.5668,5.5668,5.5668
5.9687,5.9687,5.9687
6.0549,6.0549,6.0549
6.3182,6.3182,6.3182
5.7798,5.7798,5.7798
6.7485,6.7485,6.7485
5.8977,5.8977,5.8977
6.1072,6.1072,6.1072
7.9149,7.9149,7.9149
8.0647,8.0647,8.0647
7.5555,7.5555,7.5555
8.0728,8.0728,8.0728
7.1842,7.1842,7.1842
6.8185,6.8185,6.8185
6.8811,6.8811,6.8811
7.4666,7.4666,7.4666
7.5493,7.5493,7.5493
7.0661,7.0661,7.0661
7.1527,7.1527,7.1527
6.1975,6.1975,6.1975
7.7012,7.7012,7.7012
8.554,8.554,8.554
9.7446,9.7446,9.7446
7.9656,7.9656,7.9656
7.7129,7.7129,7.7129
7.955,7.955,7.955
8.0495,8.0495,8.0495
8.6443,8.6443,8.6443
6.7037,6.7037,6.7037
9.6193,9.6193,9.6193
7.0585,7.0585,7.0585
7.0566,7.0566,7.0566
7.1599,7.1599,7.1599
7.524,7.524,7.524
6.1792,6.1792,6.1792
6.6918,6.6918,6.6918
6.3547,6.3547,6.3547
6.4981,6.4981,6.4981
8.4004,8.4004,8.4004
8.5115,8.5115,8.5115
9.5008,9.5008,9.5008
9.4641,9.4641,9.4641
8.7789,8.7789,8.7789
7.1506,7.1506,7.1506
6.7081,6.7081,6.7081
6.3295,6.3295,6.3295
6.0259,6.0259,6.0259
6.5943,6.5943,6.5943
5.5338,5.5338,5.5338
5.4596,5.4596,5.4596
6.3561,6.3561,6.3561
5.4307,5.4307,5.4307
5.4926,5.4926,5.4926
5.3692,5.3692,5.3692
5.8036,5.8036,5.8036
5.2182,5.2182,5.2182
4.9345,4.9345,4.9345
5.7906,5.7906,5.7906
6.4136,6.4136,6.4136
6.2407,6.2407,6.2407
6.6856,6.6856,6.6856
7.474,7.474,7.474
9.9905,9.9905,9.9905
7.3621,7.3621,7.3621
7.1757,7.1757,7.1757
9.0013,9.0013,9.0013
8.3446,8.3446,8.3446
8.3652,8.3652,8.3652
8.2319,8.2319,8.2319
7.3376,7.3376,7.3376
9.9485,9.9485,9.9485
7.7228,7.7228,7.7228
7.6351,7.6351,7.6351
8.8765,8.8765,8.8765
8.5626,8.5626,8.5626
8.3341,8.3341,8.3341
7.5999,7.5999,7.5999
7.5365,7.5365,7.5365
7.578,7.578,7.578
7.238,7.238,7.238
7.0609,7.0609,7.0609
6.71,6.71,6.71
6.762,6.762,6.762
5.7554,5.7554,5.7554
6.3718,6.3718,6.3718
6.4386,6.4386,6.4386
7.6001,7.6001,7.6001
6.0142,6.0142,6.0142
5.4276,5.4276,5.4276
4.8048,4.8048,4.8048
4.5042,4.5042,4.5042
5.4324,5.4324,5.4324
6.22,6.22,6.22
5.6785,5.6785,5.6785
5.0562,5.0562,5.0562
4.9112,4.9112,4.9112
5.2673,5.2673,5.2673
5.2439,5.2439,5.2439
4.2166,4.2166,4.2166
4.1821,4.1821,4.1821
4.9016,4.9016,4.9016
5.5526,5.5526,5.5526
8.4467,8.4467,8.4467
5.7491,5.7491,5.7491
7.4334,7.4334,7.4334
8.3861,8.3861,8.3861
7.0169,7.0169,7.0169
8.1059,8.1059,8.1059
8.9323,8.9323,8.9323
7.0888,7.0888,7.0888
9.0789,9.0789,9.0789
8.4823,8.4823,8.4823
10.091,10.091,10.091
8.2051,8.2051,8.2051
9.1749,9.1749,9.1749
8.3683,8.3683,8.3683
8.5343,8.5343,8.5343
7.7936,7.7936,7.7936
8.421,8.421,8.421
9.215,9.215,9.215
8.6965,8.6965,8.6965
7.931,7.931,7.931
7.6885,7.6885,7.6885
7.4898,7.4898,7.4898
8.2011,8.2011,8.2011
7.2467,7.2467,7.2467
7.8545,7.8545,7.8545
8.4155,8.4155,8.4155
9.6948,9.6948,9.6948
8.0633,8.0633,8.0633
7.3692,7.3692,7.3692
8.1722,8.1722,8.1722
6.4776,6.4776,6.4776
6.4944,6.4944,6.4944
6.9852,6.9852,6.9852
5.8198,5.8198,5.8198
6.9219,6.9219,6.9219
6.0779,6.0779,6.0779
5.7252,5.7252,5.7252
5.657,5.657,5.657
6.2178,6.2178,6.2178
5.5082,5.5082,5.5082
5.7427,5.7427,5.7427
7.2366,7.2366,7.2366
6.6476,6.6476,6.6476
6.0744,6.0744,6.0744
6.8734,6.8734,6.8734
6.0879,6.0879,6.0879
6.2414,6.2414,6.2414
5.1417,5.1417,5.1417
4.6444,4.6444,4.6444
4.2413,4.2413,4.2413
5.1957,5.1957,5.1957
4.6868,4.6868,4.6868
5.2918,5.2918,5.2918
4.4403,4.4403,4.4403
4.8744,4.8744,4.8744
5.0876,5.0876,5.0876
5.1023,5.1023,5.1023
5.0739,5.0739,5.0739
4.9445,4.9445,4.9445
4.9119,4.9119,4.9119
4.7432,4.7432,4.7432
5.3023,5.3023,5.3023
5.688,5.688,5.688
5.442,5.442,5.442
5.2491,5.2491,5.2491
5.2057,5.2057,5.2057
5.3414,5.3414,5.3414
5.4769,5.4769,5.4769
5.0033,5.0033,5.0033
4.7958,4.7958,4.7958
5.0232,5.0232,5.0232
8.6563,8.6563,8.6563
7.9241,7.9241,7.9241
6.7044,6.7044,6.7044
8.028,8.028,8.028
9.1091,9.1091,9.1091
8.1735,8.1735,8.1735
10.416,10.416,10.416
9.2095,9.2095,9.2095
7.5071,7.5071,7.5071
6.5492,6.5492,6.5492
5.9564,5.9564,5.9564
8.2755,8.2755,8.2755
7.8368,7.8368,7.8368
8.8881,8.8881,8.8881
9.3577,9.3577,9.3577
7.5884,7.5884,7.5884
8.7073,8.7073,8.7073
7.3277,7.3277,7.3277
8.0239,8.0239,8.0239
6.8879,6.8879,6.8879
6.7309,6.7309,6.7309
8.8603,8.8603,8.8603
8.2764,8.2764,8.2764
7.5088,7.5088,7.5088
6.1692,6.1692,6.1692
8.2136,8.2136,8.2136
7.5397,7.5397,7.5397
9.6822,9.6822,9.6822
8.77,8.77,8.77
7.7405,7.7405,7.7405
6.7928,6.7928,6.7928
7.2001,7.2001,7.2001
6.7742,6.7742,6.7742
6.243,6.243,6.243
6.0535,6.0535,6.0535
5.8398,5.8398,5.8398
5.7519,5.7519,5.7519
5.6978,5.6978,5.6978
5.8263,5.8263,5.8263
10.479,10.479,10.479
8.4676,8.4676,8.4676
7.6118,7.6118,7.6118
8.8914,8.8914,8.8914
8.0411,8.0411,8.0411
9.1065,9.1065,9.1065
8.0731,8.0731,8.0731
8.0474,8.0474,8.0474
9.105,9.105,9.105
7.7637,7.7637,7.7637
7.8029,7.8029,7.8029
9.039,9.039,9.039
8.1626,8.1626,8.1626
7.9555,7.9555,7.9555
8.0226,8.0226,8.0226
9.0208,9.0208,9.0208
8.4381,8.4381,8.4381
9.8813,9.8813,9.8813
9.5362,9.5362,9.5362
8.8341,8.8341,8.8341
9.6673,9.6673,9.6673
8.3368,8.3368,8.3368
7.9082,7.9082,7.9082
7.8099,7.8099,7.8099
7.7016,7.7016,7.7016
8.5904,8.5904,8.5904
7.1617,7.1617,7.1617
6.9587,6.9587,6.9587
6.5287,6.5287,6.5287
6.3206,6.3206,6.3206
5.9449,5.9449,5.9449
6.27,6.27,6.27
7.3231,7.3231,7.3231
8.0739,8.0739,8.0739
7.5486,7.5486,7.5486
